datum,tävling,kategori,viktklass,placering,namn,förening,kroppsvikt,böj,bänk,mark,total,poäng,diskvalificerad,kön,tävlingstyp,count,klassisk/utrustad,sl/bp
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,59.00,1,Kevin Kalhour,Become an Athlete Styrkesällskap,57.9,132.5,108.0,165.0,405.5,357.49,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,59.00,2,Lukas  Broström,Täby AK,58.5,120.0,67.5,135.0,322.5,281.57,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,1,Anders Nguyen,Göteborgs SK,65.05,200.0,110.0,222.5,532.5,423.17,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,2,Valdemar Kesa,Stockholms AK,65.85,175.0,112.5,172.5,460.0,361.87,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,3,Benjamin Olofsson,Borlänge AK,65.75,125.0,125.0,197.5,447.5,352.48,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,4,Johan Westlund,Västerviks AK,65.35,142.5,107.5,185.0,435.0,344.37,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,5,Hampus Hell Andersson,Borlänge AK,63.65,140.0,92.5,175.0,407.5,329.85,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,66.00,6,Oscar Brus,Måndagsklubben IF,62.8,130.0,65.0,155.0,350.0,286.62,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,1,William  Lindgren,ASK Eskilstuna,73.0,185.0,127.5,215.0,527.5,383.15,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,2,Oscar Berg,Södertälje AK,73.5,170.0,100.0,235.0,505.0,365.01,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,3,Oscar Wille,Lunds TK,73.15,165.0,130.0,202.5,497.5,360.83,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,4,Adam  Westlund,Linköpings AK,71.75,160.0,115.0,210.0,485.0,356.76,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,5,alfons haglund-ols,Måndagsklubben IF,73.5,170.0,85.0,230.0,485.0,350.56,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,6,Ossian Löfdahl,TK Trossö,67.3,162.5,100.0,220.0,482.5,372.9,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,7,Max Widahl,Växjö AK,70.6,180.0,117.5,185.0,482.5,359.24,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,8,Elliot Wikman,Vedum AIS,72.5,160.0,110.0,200.0,470.0,343.1,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,9,Leo Näreskog,Stockholms AK,72.4,152.5,110.0,200.0,462.5,337.96,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,10,Theo Hall,Kristinehamns Atlet och BK,72.7,167.5,92.5,195.0,455.0,331.48,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,11,Johan  Hedlund,HAK Greppet,71.1,152.5,105.0,185.0,442.5,327.71,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,12,Alvin Fries,TK Trossö,70.7,147.5,100.0,180.0,427.5,317.95,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,74.00,13,Hampus  Lindahl,Vedum AIS,69.8,155.0,100.0,170.0,425.0,319.19,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,1,Hampus Jonsson,Växjö AK,81.5,205.0,175.0,222.5,602.5,406.61,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,2,Theo Luth,Håbo AK,81.8,222.5,125.0,235.0,582.5,392.23,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,3,Nemo Strand,ASK Eskilstuna,81.65,197.5,107.5,242.5,547.5,369.08,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,4,Edvin Borgström,Sundsvalls AK,82.95,185.0,132.5,210.0,527.5,352.23,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,5,Felix König,Trosa Atletik IF,80.0,165.0,132.5,212.5,510.0,348.18,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,6,Liam  Nielsen,HAK Greppet,82.95,175.0,110.0,210.0,495.0,330.53,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,7,Fredrik  Johansson,ASK Eskilstuna,76.15,155.0,110.0,210.0,475.0,334.94,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,8,Gabriel Andersson,Örebro KK,79.1,160.0,122.5,192.5,475.0,326.62,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,83.00,9,Noam Kaasalainen,Karlstads AK,77.2,150.0,110.0,185.0,445.0,310.9,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,1,Nicolas Almén,Göteborgs SK,89.95,237.5,142.5,260.0,640.0,408.69,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,2,Fredrik Axell,Mullsjö AK,86.7,210.0,166.0,250.0,626.0,407.59,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,3,Harald Nilsson,Malmö Kraftsportklubb,92.4,225.0,135.0,265.0,625.0,393.83,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,4,Linus  Sten,Nässjö AMK,92.0,230.0,135.0,240.0,605.0,382.03,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,5,Johannes Carlsson,Västerviks AK,89.0,200.0,130.0,235.0,565.0,362.77,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,6,Kevin Nguyen,Kalmar AK,92.3,205.0,127.5,230.0,562.5,354.64,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,7,Emil Brandt,Linköpings AK,90.15,200.0,115.0,235.0,550.0,350.82,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,8,Albin Jonson,Borås AK,91.5,190.0,135.0,225.0,550.0,348.23,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,9,emil gellner,Måndagsklubben IF,89.95,190.0,122.5,230.0,542.5,346.43,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,10,Leo Björk,Halmstad Tyngd- och Styrkelyftklubb,90.65,180.0,120.0,220.0,520.0,330.76,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,11,Jesper Nordmark,Öjeby AK,91.4,187.5,120.0,205.0,512.5,324.66,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,12,Alex Hertler,Lunds TK,91.5,192.5,135.0,150.0,477.5,302.32,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,93.00,13,Leo Assarsson,Susedalens Styrke- och Atletklubb,89.25,170.0,135.0,160.0,465.0,298.13,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,1,Niklas Asaker,Jönköping SK,94.0,205.0,162.5,265.0,632.5,395.34,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,2,Albin Nilsson,Lunds TK,101.2,210.0,157.5,235.0,602.5,364.96,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,3,Hampus Karlsson,Nässjö AMK,102.35,232.5,142.5,227.5,602.5,363.39,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,4,Vilmer Andersson,Öjeby AK,101.9,200.0,142.5,240.0,582.5,351.91,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,5,Manfred Hedström Libeck,Örebro KK,100.9,220.0,120.0,237.5,577.5,350.22,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,6,Edwin Juhlin,Borlänge AK,99.35,225.0,125.0,225.0,575.0,350.86,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,7,Lucas  Arvidsson,Skövde KK,102.4,207.5,132.5,230.0,570.0,343.72,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,8,Isak Lindquist,Täby AK,103.5,192.5,135.0,220.0,547.5,328.85,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,105.00,9,Oskar Taipale,Roslagens LF,101.8,180.0,120.0,230.0,530.0,320.31,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,120.00,1,Dante Norling,Huddinge SK,117.1,200.0,140.0,220.0,560.0,323.87,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,120+,1,Axel  Isberg,HAK Greppet,125.35,295.0,155.0,310.5,760.5,433.12,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Ungdom,120+,2,Lucas Cordova Pomo,Become an Athlete Styrkesällskap,134.4,272.5,165.0,275.0,712.5,400.69,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,59.00,1,Hugo Granberg,Malmö Lyftarklubb,58.4,175.5,102.5,185.0,463.0,404.88,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,66.00,1,Macovelly Thörnlund Wright,Malmö Kraftsportklubb,65.25,180.0,117.5,235.0,532.5,422.09,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,66.00,2,George Maric,Täby AK,64.05,175.0,105.0,200.0,480.0,386.47,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,66.00,3,Linus Leven,Väsby Atletklubb,63.3,135.0,110.0,172.5,417.5,339.55,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,1,Hugo Almström,Stockholms AK,72.75,235.0,160.0,245.0,640.0,466.03,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,2,Adrian Morari,Gävle KK,72.85,200.0,135.0,260.0,595.0,432.83,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,3,Ilya Voronin Lundborg,Huddinge SK,73.7,210.0,155.0,227.5,592.5,427.43,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,4,Daniel Arvidsson,Kungälvs Atletklubb,73.85,207.5,140.0,232.5,580.0,417.8,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,5,Markus Renström,Fyshuset Sportklubb Gefle,72.95,200.0,135.0,215.0,550.0,399.69,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,6,Leo Elwin,Göteborgs SK,73.05,170.0,130.0,230.0,530.0,384.78,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,74.00,7,Viktor  Holmberg,Väsby Atletklubb,70.65,175.0,117.5,222.5,515.0,383.23,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,1,Simon Söderlund,Lunds TK,81.95,232.5,175.0,270.0,677.5,455.69,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,2,Jacob Nilsson,Falkenbergs KSK,82.25,240.0,155.0,265.0,660.0,442.94,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,3,Oscar  Dahlqvist,HAK Greppet,80.1,227.5,135.0,260.0,622.5,424.65,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,4,Ahmad Jumaa,Lunds TK,81.7,227.5,152.5,242.5,622.5,419.48,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,5,Rafael Eriksson Ghazinour,Lunds TK,82.85,212.5,160.0,245.0,617.5,412.62,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,6,Lino Hellemaa,Falkenbergs KSK,82.35,215.0,160.0,232.5,607.5,407.41,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,7,Jonathan Henningsson,Borås AK,82.85,185.0,200.5,220.0,605.5,404.61,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,8,Daniel Sejdini,Västerviks AK,79.95,195.0,142.5,265.0,602.5,411.49,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,9,Arvid Gustafsson,Malmbergets Allmänna IF,81.5,210.0,142.5,245.0,597.5,403.23,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,10,Amadeus Strindin,Skurup KF,81.05,225.0,152.5,210.0,587.5,397.84,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,11,Arvid Lager,Göteborgs KK,81.65,200.0,120.0,255.0,575.0,387.61,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,83.00,12,Noa Linton,Växjö AK,81.2,190.0,135.0,75.0,400.0,270.56,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,1,Lukas Segerberg,Stockholms AK,92.0,270.0,172.5,300.0,742.5,468.86,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,2,Kim Rindestrand,Göteborgs SK,86.1,265.0,160.0,275.0,700.0,457.52,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,3,Emil Jörgensen,Jönköping SK,92.7,230.0,180.0,275.0,685.0,430.97,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,4,Viktor Sundelin,Kubbe-Norrflärke IF,84.4,230.0,152.5,275.0,657.5,434.61,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,5,Oscar  Henriksson,IKSU,92.9,225.0,145.0,267.5,637.5,400.68,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,6,Hannes Lu-Geijer,Upsala TK,92.5,242.5,152.5,240.0,635.0,399.93,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,7,Samuel Torstadius,Örebro KK,91.7,232.5,132.5,257.5,622.5,393.71,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,8,Yulong Li,Vedum AIS,91.8,292.5,190.0,0.0,482.5,305.0,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,93.00,9,Tim Norrblom,Trosa Atletik IF,91.95,235.0,132.5,0.0,367.5,232.12,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,1,Freddie  Nilsson,Linköpings AK,102.45,270.0,182.5,310.0,762.5,459.72,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,2,Emil Johansson,Umeå Power,104.2,275.0,182.5,302.5,760.0,455.37,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,3,Sixten Åborg,Stockholms AK,101.2,265.0,170.0,295.0,730.0,442.19,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,4,Elias Kenneryd,Linköpings AK,103.6,260.0,165.0,300.0,725.0,435.31,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,5,Philip Yayo,Södertälje AK,99.8,252.5,165.0,285.0,702.5,427.88,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,6,Eric Vedin,Sundbybergs TK,104.6,270.0,180.0,250.0,700.0,418.85,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,105.00,7,Isak Moene,Upsala TK,103.65,222.5,160.0,150.0,532.5,319.67,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120.00,1,Anton Wasser,Sundsvalls AK,119.2,330.0,200.0,300.0,830.0,477.93,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120.00,2,Simon Böttcher,Göteborgs KK,118.35,300.0,165.0,305.0,770.0,444.15,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120.00,3,Alex Thübeck,Lunds TK,115.45,257.5,187.5,305.0,750.0,435.34,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120.00,4,Filip Kleimert,Huddinge SK,114.1,260.0,160.0,280.0,700.0,407.6,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120.00,5,Jose Fernandez,Väsby Atletklubb,115.45,220.0,152.5,250.0,622.5,361.33,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Herr Junior,120+,1,Samuel Ankarberg,Sundsvalls AK,123.25,235.0,162.5,275.0,672.5,384.35,,Herr,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,52.00,1,Elsa  Bern,ASK Eskilstuna,49.15,101.5,47.5,117.5,266.5,346.81,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,57.00,1,Elise Svedare,Upsala TK,56.25,117.5,75.0,152.5,345.0,404.51,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,57.00,2,Tyra Hermander,Täby AK,54.55,110.0,67.5,117.5,295.0,354.31,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,57.00,3,Lisa Stark,Göteborgs SK,55.9,100.0,57.5,117.5,275.0,324.02,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,57.00,4,Erica Myhrberg,Täby AK,54.1,97.5,47.5,110.0,255.0,308.26,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,1,Clara  Magnusson,Stockholms AK,62.25,127.5,67.5,130.0,325.0,352.23,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,2,Leona Vikander,Lunds TK,61.2,112.5,52.5,147.5,312.5,343.12,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,3,Agnes Lindström,Väsby Atletklubb,60.0,110.0,70.0,130.0,310.0,345.61,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,4,Hilda Contreras Tittonen,Måndagsklubben IF,61.5,110.0,77.5,122.5,310.0,339.1,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,5,Ida Vingesand,Göteborgs KK,61.45,102.5,62.5,130.0,295.0,322.89,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,6,idun skog,Måndagsklubben IF,61.0,110.0,65.0,117.5,292.5,321.97,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,7,Gabriella Dannberg,Sandvikens AK,59.3,107.5,52.5,112.5,272.5,306.59,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,8,Ronja Björkman,Malmbergets Allmänna IF,58.75,90.0,47.5,122.5,260.0,294.65,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,63.00,9,Amanda Haedge,Föreningen Pure Power,59.55,102.5,50.0,107.5,260.0,291.57,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,69.00,1,Hilma Westerberg,Stockholms AK,67.95,135.0,112.5,157.5,405.0,411.39,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,69.00,2,Maja Furusand,Huddinge SK,68.2,120.0,65.0,142.5,327.5,331.8,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,76.00,1,Amanda Johansson,Malmbergets Allmänna IF,73.75,112.5,72.5,145.0,330.0,317.07,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,76.00,2,Freja Bengtsson,Täby AK,73.8,120.0,90.0,117.5,327.5,314.54,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84.00,1,Adina Ropponen,Upsala TK,79.4,142.5,80.0,167.5,390.0,358.36,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84.00,2,Tilda Karlsson,Kalmar AK,79.65,153.5,72.5,162.5,388.5,356.35,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84.00,3,Moa Johansson,Kristinehamns Atlet och BK,77.75,115.0,77.5,140.0,332.5,309.25,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84.00,4,Freja Falk,Täby AK,77.8,105.0,60.0,120.0,285.0,264.97,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84+,1,Amanda Löfkvist,Vedum AIS,101.3,145.0,77.5,155.0,377.5,313.14,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84+,2,Mikaela Assio,Örebro KK,94.45,110.0,62.5,150.0,322.5,273.52,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Ungdom,84+,3,Agnes Skoglund,Måndagsklubben IF,94.05,95.0,62.5,115.0,272.5,231.47,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,57.00,1,Ida-Therese Lindeberg,Täby AK,55.85,143.0,77.5,172.0,392.5,462.79,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,57.00,2,Julia Servin,IKSU,55.65,112.5,72.5,150.0,335.0,396.1,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,57.00,3,My Magnusson Ekström,Huddinge SK,56.8,117.5,62.5,147.5,327.5,381.08,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,57.00,4,Emelie Olin,Legendary Atletklubb,55.1,110.0,77.5,137.5,325.0,387.28,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,57.00,5,Maxine  Olsson,Styrkefabrikens Atletklubb,54.65,100.0,57.5,125.0,282.5,338.81,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,63.00,1,Astrid Edvardsson,Sommarhemmets Kraftsport,62.4,135.0,87.5,162.5,385.0,416.49,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,63.00,2,Stina Johansson,Västerviks AK,61.2,137.5,82.5,155.0,375.0,411.74,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,63.00,3,Felicia Åsemyr,Göteborgs SK,62.2,132.5,92.5,150.0,375.0,406.66,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,63.00,4,Linnea Forslund,Kubbe-Norrflärke IF,61.8,127.5,80.0,162.5,370.0,403.22,,Dam,klassisk sl,1,klassisk,sl
2022-05-05,U/J SM Styrkelyft klassisk,Dam Junior,63.00,5,Juli Book,Västra AK,62.35,102.5,67.5,165.0,335.0,362.62,,Dam,klassisk sl,1,klassisk,sl
