datum,tävling,kategori,viktklass,placering,namn,förening,kroppsvikt,böj,bänk,mark,total,poäng,diskvalificerad,kön,tävlingstyp,count,klassisk/utrustad,sl/bp
2014-08-22,NM SL - Island,Herr Senior,120.00,2,Kristoffer Willebrand,Broddetorps GOIF,116.3,375.0,235.0,320.0,930.0,538.79,,Herr,utrustad sl,1,utrustad,sl
2014-08-22,NM SL - Island,Herr Senior,120.00,7,Calle Nilsson,Hassela Powerteam förening,119.45,175.0,290.0,210.0,675.0,388.49,,Herr,utrustad sl,1,utrustad,sl
2014-08-22,NM SL - Island,Herr Senior,120+,2,Fredrik Svensson,Sundsvalls AK,154.9,370.0,370.5,337.5,1078.0,593.75,,Herr,utrustad sl,1,utrustad,sl
2014-08-22,NM SL - Island,Dam Senior,63.00,1,Josephine Verngren,Sundbybergs TK,62.55,172.5,122.5,172.5,467.5,504.81,,Dam,utrustad sl,1,utrustad,sl
2014-07-17,Sommar KM,Herr Senior,120+,1,Fredrik Svensson,Sundsvalls AK,154.9,290.0,200.0,327.5,817.5,450.27,,Herr,utrustad sl,1,utrustad,bp
2014-07-17,Sommar KM,Dam Ungdom,63.00,1,Madelene Andersson,Härnösands AK,59.85,65.0,52.5,85.0,202.5,226.2,,Dam,utrustad sl,1,utrustad,bp
2014-07-08,Master-EM SL,Herr Veteran 40-49,66.00,3,Jonas Telégin,Nora AK,65.22,212.5,125.0,230.0,567.5,450.0,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 40-49,120+,7,P-O Larsson,Örebro KK,121.98,255.0,210.0,295.0,760.0,435.33,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,66.00,4,Lars Svensson,Vedum AIS,65.56,155.0,95.0,172.5,422.5,333.58,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,74.00,8,Reino Puska,Vedum AIS,73.55,205.0,120.0,220.0,545.0,393.73,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,83.00,5,Tomas Berg,Vedum AIS,80.46,242.5,142.5,230.0,615.0,418.35,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,83.00,6,Tomas Ring,Håbo AK,82.89,227.5,192.5,185.0,605.0,404.16,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,93.00,5,Lars Höglander,Västra AK,91.73,277.5,175.0,245.0,697.5,441.07,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,93.00,6,Ulf Branheim,Täby AK,92.78,262.5,172.5,245.0,680.0,427.65,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 50-59,120.00,2,Tomas Andersson,Vedum AIS,116.36,320.0,150.0,285.0,755.0,437.34,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 60-69,120.00,2,Hans Ring,ASK Eskilstuna,118.89,200.0,170.0,222.5,592.5,341.39,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Herr Veteran 60-69,120+,2,Christer Trygg,Borlänge AK,146.01,190.0,110.0,180.0,480.0,266.59,,Herr,utrustad sl,1,utrustad,sl
2014-07-08,Master-EM SL,Dam Veteran 50-59,63.00,1,Riitta  Sundvall,Westbo AK,61.27,180.5,115.0,171.0,466.5,511.76,,Dam,utrustad sl,1,utrustad,sl
2014-06-14,Stadsmatchen,Herr Senior,83.00,1,Linus Hedberg,Sundbybergs TK,81.35,200.0,140.0,242.5,582.5,393.55,,Herr,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Herr Senior,93.00,1,Markus  Utas,Katrineholm AK,83.45,205.0,145.0,230.0,580.0,385.92,,Herr,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Herr Senior,105.00,1,Michal Marciniewski,Upsala TK,104.2,242.5,165.0,295.0,702.5,420.92,,Herr,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Herr Senior,120.00,1,Carl Wassén,Sundbybergs TK,107.0,280.0,147.5,300.0,727.5,431.93,,Herr,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Herr Senior,120.00,2,Henrik Sjöberg,Sundbybergs TK,107.95,220.0,157.5,260.0,637.5,377.4,,Herr,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Dam Senior,84.00,1,Frida Wik,Sundbybergs TK,75.85,117.5,92.5,157.5,367.5,346.93,,Dam,utrustad sl,1,utrustad,bp
2014-06-14,Stadsmatchen,Dam Senior,84+,1,Emelie Pettersson,Södertälje AK,105.4,185.0,115.0,190.0,490.0,402.28,,Dam,utrustad sl,1,utrustad,bp
2014-04-15,Påsklovslyftet KLSL,Herr Ungdom,66.00,1,Philip Ullström,TK Trossö,65.7,102.5,65.0,135.0,302.5,238.42,,Herr,utrustad sl,1,utrustad,sl
2014-04-15,Påsklovslyftet KLSL,Herr Junior,93.00,1,Linus Nilsson,TK Trossö,86.3,0.0,107.5,210.0,317.5,207.25,,Herr,utrustad sl,1,utrustad,sl
2014-04-15,Påsklovslyftet KLSL,Dam Ungdom,47.00,1,Mille Sylvan,TK Trossö,45.8,65.0,42.5,92.5,200.0,273.98,,Dam,utrustad sl,1,utrustad,sl
2014-04-15,Påsklovslyftet KLSL,Dam Ungdom,63.00,1,Linnea  Nilsson,TK Trossö,61.1,72.5,50.0,87.5,210.0,230.87,,Dam,utrustad sl,1,utrustad,sl
2014-04-15,Påsklovslyftet KLSL,Dam Ungdom,72.00,1,Josefin Swahn,TK Trossö,69.7,90.0,52.5,100.0,242.5,241.97,,Dam,utrustad sl,1,utrustad,sl
2014-04-15,Påsklovslyftet KLSL,Dam Junior,84.00,1,Clara Fridén,Mascot Atletklubb,79.1,100.0,87.5,150.0,337.5,310.79,,Dam,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne SL,Dam Senior,63.00,1,Johanna Silverwall,Sundsvalls AK,57.55,110.0,55.0,155.0,320.0,368.54,,Dam,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,93.00,1,Simon Svedin,Sundsvalls AK,91.4,222.5,160.0,265.0,647.5,410.18,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,93.00,2,Patrik Hertzman,Sundsvalls AK,91.05,217.5,160.0,205.0,582.5,369.7,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,93.00,3,Niklas Boija,Sundsvalls AK,90.9,200.0,130.0,240.0,570.0,362.07,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,93.00,4,Joacim Hedman,Karlstads AK,84.45,150.0,125.0,170.0,445.0,294.05,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,105.00,1,Jesper Claesson,Sundsvalls AK,103.9,250.0,160.0,265.0,675.0,404.86,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Senior,120.00,1,Christoffer Öberg,Sundsvalls AK,119.4,272.5,220.0,300.0,792.5,456.16,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Junior,105.00,1,Martin Johansson,Sundsvalls AK,98.5,160.0,120.0,210.0,490.0,300.05,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Junior,105.00,2,Gustav Westin,Sundsvalls AK,102.0,150.0,107.5,205.0,462.5,279.31,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Herr Junior,105.00,3,Andreas Olofsson,Sundsvalls AK,104.3,90.0,110.0,220.0,420.0,251.57,,Herr,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Dam Senior,72.00,1,Joanna Uhlin,Sundsvalls AK,63.2,110.0,60.0,120.0,290.0,310.7,,Dam,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Dam Senior,84+,1,Lina Heidenbeck,Sundsvalls AK,94.0,145.0,60.0,162.5,367.5,312.23,,Dam,utrustad sl,1,utrustad,sl
2014-03-29,Kalles minne KLSL,Dam Junior,72.00,1,Emma Fröberg,Sundsvalls AK,70.3,95.0,50.0,110.0,255.0,252.94,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,59.00,1,Ossian Karlsson,Hassela Powerteam förening,57.2,82.5,67.5,130.0,280.0,249.72,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,66.00,1,Axel Eriksson,TK Trossö,64.8,120.0,85.0,132.5,337.5,269.07,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,66.00,2,Philip Ullström,TK Trossö,65.45,107.5,67.5,137.5,312.5,247.08,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,74.00,1,Sebastian Baarsen,Håbo AK,73.35,177.5,115.0,185.0,477.5,345.64,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,74.00,2,John  strindlund,Hassela Powerteam förening,69.4,155.0,110.0,190.0,455.0,343.24,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,74.00,3,Alen Gazibegovic,Örebro KK,72.65,177.5,105.0,172.5,455.0,331.65,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,74.00,4,Marcus Olsson,Hassela Powerteam förening,72.95,100.0,120.0,150.0,370.0,268.89,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,83.00,1,Martin Engquist,Sundbybergs TK,82.05,215.0,145.0,270.0,630.0,423.43,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,83.00,2,Henrik Ekström,Landafors SK,74.7,95.0,90.0,125.0,310.0,221.51,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,93.00,1,Anton Wiberg,Landafors SK,90.7,170.0,125.0,187.5,482.5,306.82,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,93.00,2,Joel Åström,Hassela Powerteam förening,89.65,80.0,105.0,165.0,350.0,223.88,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,93.00,3,Rasmus  Bodell,Hassela Powerteam förening,86.45,180.0,0.0,0.0,180.0,117.39,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,120.00,1,Mehmet Kaya,Jönköping SK,109.95,280.0,180.0,260.0,720.0,423.77,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Ungdom,120+,1,Calle Nilsson,Hassela Powerteam förening,121.05,170.0,255.0,220.5,645.5,370.37,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,59.00,1,Julius     Ingelow,Jönköping SK,58.15,155.0,97.5,192.5,445.0,390.72,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,59.00,2,Adam Råberg,Nässjö AMK,55.15,110.0,85.0,170.0,365.0,337.32,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,63.00,1,Michaela Svanelind,Säffle AK,62.35,142.5,70.0,155.0,367.5,397.8,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,66.00,1,Phongdanai Håkansson,Nässjö AMK,63.6,135.0,102.5,182.5,420.0,340.2,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,74.00,1,Philip  Ohlsson,TK Trossö,72.1,210.0,115.0,225.0,550.0,403.13,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,74.00,2,Tobias Karlsson,Kalmar AK,73.55,192.5,110.0,200.0,502.5,363.03,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,83.00,1,Henrik Magnusson,Katrineholm AK,80.25,205.0,155.0,245.0,605.0,412.22,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,83.00,2,Oliver Dahlkvist,HAK Greppet,81.25,220.0,155.0,220.0,595.0,402.3,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,93.00,1,Margnus Olsson,Hassela Powerteam förening,91.15,190.0,107.5,230.0,527.5,334.61,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,93.00,2,Linus Nilsson,TK Trossö,88.15,155.0,100.0,190.0,445.0,287.17,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,105.00,1,Conrad Hansson,Örebro KK,101.75,265.0,190.0,265.0,720.0,435.22,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,120.00,1,mattias hellman,Luleå AK,118.35,275.0,182.5,242.5,700.0,403.77,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,120.00,2,Simon Flykt,Bollnäs SK,118.6,245.0,150.0,272.5,667.5,384.83,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,120.00,3,Marcus Yngvesson,Nässjö AMK,117.5,235.0,140.0,275.0,650.0,375.6,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Junior,120.00,4,Linus  wikström,Storfors AK,111.0,225.0,152.5,227.5,605.0,355.07,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,74.00,1,Jonas Telégin,Nora AK,67.95,205.0,120.0,230.0,555.0,425.65,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,74.00,2,Mikael Ekfeldt,Sandvikens AK,73.3,145.0,130.0,180.0,455.0,329.52,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,74.00,3,Henrik Wernersson,Vedum AIS,72.9,0.0,0.0,0.0,0.0,0.0,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,83.00,1,Leif Joensuu,Degerfors AK,82.4,260.0,170.0,250.0,680.0,455.87,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,93.00,1,Tommy  Johansson,Nora AK,92.2,270.0,200.0,240.0,710.0,447.86,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,93.00,2,Jörgen Forslund,Västra AK,93.0,230.0,205.0,235.0,670.0,420.89,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,93.00,3,Per-Olof Almroth,Jönköping SK,91.95,240.0,147.5,267.5,655.0,413.71,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,93.00,4,Lars-Gunnar Karlsson,Nässjö AMK,90.0,225.0,130.0,225.0,580.0,370.27,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,105.00,1,Håkan  Dahlin,ASK Eskilstuna,104.65,322.5,220.0,255.0,797.5,477.11,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,105.00,2,Bo Augustsson,Nässjö AMK,102.4,280.0,192.5,250.0,722.5,435.68,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,105.00,3,Håkan Persson,Ramdala IF,104.75,295.0,75.0,320.0,690.0,412.66,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120.00,1,Ove Flisberg,Linköpings AK,119.75,310.0,272.5,300.0,882.5,507.61,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120.00,2,Nicklas Karlsson,Hofors Lyftarklubb,117.1,237.5,230.0,200.0,667.5,386.04,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120.00,3,Patrik Ljung,Nässjö AMK,117.55,222.5,130.0,280.0,632.5,365.44,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120.00,4,Per-Thomas Steggo,Öjeby AK,113.75,215.0,147.5,250.0,612.5,356.95,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120+,1,P-O Larsson,Örebro KK,121.25,275.0,220.0,285.0,780.0,447.38,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 40-49,120+,2,Roger Persson,Nässjö AMK,135.65,100.0,55.0,190.0,345.0,193.73,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,66.00,1,Lars Jansson,Nora AK,64.05,145.0,105.0,175.0,425.0,342.18,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,74.00,1,Reino Puska,Vedum AIS,73.1,205.0,120.0,230.0,555.0,402.73,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,74.00,2,Stefan Forss,HAK Greppet,72.65,172.5,95.0,192.5,460.0,335.29,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,74.00,3,Lars Svensson,Vedum AIS,68.55,167.5,100.0,175.0,442.5,337.03,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,83.00,1,Tomas Ring,Håbo AK,82.9,235.0,185.0,215.0,635.0,424.17,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,83.00,2,Tomas Berg,Vedum AIS,80.15,240.0,140.0,235.0,615.0,419.36,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,93.00,1,Anders  Andersson,Hälsomagasinet Svalöv,92.1,275.0,178.0,252.5,705.5,445.26,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,93.00,2,Ulf Branheim,Täby AK,92.7,260.0,172.5,252.5,685.0,430.97,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,93.00,3,Lars Höglander,Västra AK,89.6,255.0,165.0,230.0,650.0,415.9,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,105.00,1,Jan Östlund,Västra AK,105.0,270.0,202.5,260.0,732.5,437.71,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,105.00,2,Joakim Olander,Westbo AK,103.66,260.0,200.0,230.0,690.0,414.21,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,105.00,3,Torleif Carlsson,Vedum AIS,103.05,0.0,0.0,0.0,0.0,0.0,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,120.00,1,Tomas Andersson,Vedum AIS,116.6,337.5,75.0,290.0,702.5,406.72,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 50-59,120+,1,Christian Haase,Extreme Power Team,154.45,150.0,170.0,225.0,545.0,300.3,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,66.00,1,Mats Johansson,Westbo AK,64.54,110.0,57.5,135.0,302.5,241.99,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,74.00,1,Kjell-Arne Nilsen,Degerfors AK,73.8,200.0,127.5,210.0,537.5,387.38,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,83.00,1,Thomas Norlander,Sundbybergs TK,79.0,190.0,122.5,205.0,517.5,356.14,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,83.00,2,Anders Mattsson,Lunds TK,81.65,155.0,100.0,210.0,465.0,313.46,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,93.00,1,Björn  Moren,Nässjö AMK,90.1,205.0,105.0,200.0,510.0,325.4,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,93.00,2,Arnold Boström,Södra SK,86.9,125.0,70.0,130.0,325.0,211.34,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,93.00,3,Jens Aarhus,Charlottenbergs AK,92.2,245.0,0.0,0.0,245.0,154.54,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,105.00,1,Roland Lindblad,Westbo AK,104.9,225.0,110.0,200.0,535.0,319.8,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,105.00,2,Per  Holmberg,Täby AK,99.0,130.0,112.5,200.0,442.5,270.4,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 60-69,105.00,3,Tommy Rydh,Nässjö AMK,101.1,0.0,0.0,0.0,0.0,0.0,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 70+,83.00,1,Lars Olof Augustsson,Nässjö AMK,75.05,210.0,130.0,200.0,540.0,384.6,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Herr Veteran 70+,120.00,1,Emil  Alin,Lidingö AK,116.5,180.0,130.0,200.0,510.0,295.33,,Herr,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,47.00,1,Mille Sylvan,TK Trossö,44.45,62.5,40.0,90.0,192.5,269.21,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,52.00,1,Klara Almqvist,TK Trossö,50.0,75.0,42.5,122.5,240.0,308.31,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,63.00,1,Emma Johansson,Nora AK,60.65,130.0,85.0,115.0,330.0,364.86,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,63.00,2,Linnea  Nilsson,TK Trossö,60.25,65.0,45.0,85.0,195.0,216.7,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,63.00,3,Madelene Andersson,Härnösands AK,61.05,77.5,0.0,0.0,77.5,85.25,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,63.00,4,Ella Östberg,Härnösands AK,61.75,65.0,0.0,0.0,65.0,70.88,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,72.00,1,Jessika Lowe,HAK Greppet,70.1,65.0,92.5,110.0,267.5,265.86,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,72.00,2,Josefin Swahn,TK Trossö,69.0,85.0,52.5,107.5,245.0,246.19,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Ungdom,84+,1,Cecilia Oderstad,Härnösands AK,105.8,82.5,75.0,102.5,260.0,213.26,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,47.00,1,Malin Carlsson,Vedum AIS,45.35,92.5,50.0,100.0,242.5,334.5,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,72.00,1,Frida Leandersson,Örebro KK,67.05,170.0,102.5,150.0,422.5,433.29,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,72.00,2,Andrea Nordling,Luleå AK,69.25,132.5,80.0,122.5,335.0,335.77,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,72.00,3,Linda-Marie Steggo,Öjeby AK,71.1,87.5,35.0,105.0,227.5,223.93,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,72.00,4,Frida Wik,Sundbybergs TK,71.45,160.0,0.0,0.0,160.0,156.97,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Junior,84.00,1,Carolina Hinnerson,Öjeby AK,81.05,170.0,90.0,130.0,390.0,354.31,,Dam,utrustad sl,1,utrustad,sl
2014-03-14,SM Styrkelyft U/J/V,Dam Veteran 60-69,63.00,1,Britten Fernström,Täby AK,62.3,95.0,60.0,115.0,270.0,292.44,,Dam,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Herr Ungdom,66.00,1,Philip Ullström,TK Trossö,64.5,105.0,67.5,135.0,307.5,246.12,,Herr,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Herr Ungdom,66.00,2,Axel Eriksson,TK Trossö,65.0,25.0,83.0,65.0,173.0,137.57,,Herr,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Dam Ungdom,47.00,1,Mille Sylvan,TK Trossö,45.9,60.0,39.0,85.0,184.0,251.67,,Dam,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Dam Ungdom,72.00,1,Josefin Swahn,TK Trossö,68.3,80.0,53.0,100.0,233.0,235.82,,Dam,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Dam Ungdom,47.00,1,Angelica Zettervall,TK Trossö,45.5,60.0,40.0,75.0,175.0,240.84,,Dam,utrustad sl,1,utrustad,sl
2014-02-19,Sportlovslyftet KLSL TK Trossö,Dam Ungdom,52.00,1,Anna  Karlsson,Kalmar AK,50.6,65.0,35.0,78.0,178.0,226.6,,Dam,utrustad sl,1,utrustad,sl
2013-12-31,SM Styrkelyft 2014,Herr Senior,66.00,1,Jonas Telégin,Nora AK,65.45,200.0,120.0,225.0,545.0,430.9,,Herr,utrustad sl,1,utrustad,sl
